ID;CAPACIDAD;TIPO;DOTACION;PRECIONOCHE;CONSUMOEXTRA;HOTELID;RESERVAID;USUARIOID;SERVICIOCONSUMOID
35954;8;suite;Mini fridge;921;795;689;29155;34607;16213
35955;2;double;Mini fridge;70;113;590;13236;41405;17694
35956;15;cottage;Toiletries;936;323;299;1181;44106;48823
35957;4;double;Bed sheets;201;969;404;9858;4010;28355
35958;2;suite;Bed sheets;73;153;91;2496;25524;29549
35959;8;loft;Coffee maker;786;735;370;15819;3107;48060
35960;6;double;Pillows;391;608;270;10111;17726;6956
35961;3;suite;Toiletries;22;868;562;49630;6473;26491
35962;13;double;Safe box;96;874;781;34526;1918;44246
35963;13;single;Safe box;447;358;200;7849;36162;18963
35964;14;twin;Pillows;69;942;960;7749;7450;32272
35965;2;single;Towels;934;876;686;12156;12513;11928
35966;15;double;Mini fridge;945;207;723;3960;36547;37001
35967;6;bungalow;Bed sheets;571;719;357;43929;29307;37331
35968;10;twin;Pillows;744;322;14;30939;37538;11359
35969;12;twin;Blankets;586;199;275;30075;10010;8006
35970;8;double;Blankets;349;884;875;11336;5641;39257
35971;15;penthouse;Blankets;689;503;572;17893;42508;12055
35972;8;bungalow;Bed sheets;995;354;186;31419;32335;16050
35973;2;penthouse;Bed sheets;74;314;419;28184;2634;42969
35974;1;apartment;Towels;775;937;474;32636;5262;13335
35975;12;suite;Hangers;200;660;871;1401;9765;43277
35976;2;studio;Towels;280;562;711;23351;23092;30449
35977;3;suite;Bed sheets;36;256;186;39633;3275;29322
35978;11;studio;Mini fridge;948;198;870;45948;15039;17567
35979;15;bungalow;Toiletries;352;175;88;27152;14757;43673
35980;14;penthouse;Pillows;551;138;207;24828;18140;11967
35981;3;bungalow;Blankets;682;243;128;18980;31199;20621
35982;8;loft;Bed sheets;988;237;64;14455;11286;32540
35983;14;twin;Blankets;511;35;540;38602;39257;6912
35984;1;penthouse;Towels;376;623;267;49282;37531;21907
35985;4;loft;Hairdryer;889;298;96;43209;28891;39884
35986;7;penthouse;Pillows;269;587;938;7883;38506;9852
35987;14;apartment;Toiletries;13;669;548;11825;5901;5050
35988;5;double;Hairdryer;405;608;500;3521;1949;3239
35989;8;loft;Blankets;215;529;80;47711;22527;17370
35990;8;cottage;Toiletries;374;303;535;17402;6583;14680
35991;4;studio;Coffee maker;452;632;569;41733;20206;29854
35992;13;bungalow;Bed sheets;97;897;148;33148;7468;28903
35993;8;cottage;Blankets;86;100;433;49858;835;13976
35994;2;cottage;Hangers;17;215;950;22814;19422;49078
35995;12;single;Blankets;851;150;198;47182;42974;46660
35996;7;twin;Toiletries;715;859;221;41252;7283;4867
35997;6;single;Hairdryer;34;6;237;17207;24547;42689
35998;4;twin;Hangers;200;217;645;45165;5598;28805
35999;5;apartment;Hairdryer;651;987;183;34198;774;43038
36000;3;single;Safe box;387;143;21;5619;14930;14202
36001;7;cottage;Mini fridge;519;153;283;42227;42828;29974
36002;6;twin;Bed sheets;644;643;888;39179;49063;6572
36003;9;single;Blankets;540;369;126;9821;24363;16388
36004;15;studio;Blankets;352;811;13;26740;47539;36950
36005;6;single;Safe box;244;824;678;1345;48657;10995
36006;15;cottage;Towels;950;869;39;18255;25842;28013
36007;12;bungalow;Safe box;669;242;249;1247;34330;1021
36008;15;double;Blankets;911;202;155;43519;8388;31393
36009;8;studio;Hairdryer;299;137;722;44005;31100;30709
36010;2;loft;Hairdryer;316;212;941;19347;10844;41837
36011;11;apartment;Bed sheets;692;856;323;15467;38126;11200
36012;3;twin;Towels;535;272;258;35665;18635;19027
36013;1;twin;Bed sheets;616;2;897;49659;10991;29384
36014;13;single;Toiletries;215;356;364;14541;2633;41899
36015;14;suite;Towels;714;319;626;43711;46453;11129
36016;4;bungalow;Safe box;594;852;153;7031;37584;38094
36017;9;penthouse;Mini fridge;557;330;386;25641;7738;480
36018;14;twin;Towels;776;414;261;35593;32725;25570
36019;3;loft;Safe box;455;732;478;18075;42618;20368
36020;10;penthouse;Coffee maker;585;702;750;5304;27893;29961
36021;15;penthouse;Towels;796;175;512;34107;17473;8849
36022;5;studio;Mini fridge;534;838;833;46824;21006;2233
36023;12;twin;Blankets;537;532;885;27248;9126;18999
36024;12;cottage;Safe box;937;528;804;8060;22786;22605
36025;13;single;Pillows;736;425;93;5847;20794;24422
36026;13;twin;Hangers;715;357;952;19748;32876;11670
36027;5;apartment;Pillows;742;991;402;4425;9367;2846
36028;11;bungalow;Safe box;388;402;461;40053;33802;26498
36029;2;double;Towels;866;378;165;44335;42134;25943
36030;11;twin;Pillows;453;239;610;1808;9177;670
36031;14;studio;Toiletries;708;764;446;49884;743;19274
36032;12;cottage;Pillows;173;550;18;4215;49349;23094
36033;8;twin;Mini fridge;305;189;983;13593;36751;26556
36034;8;bungalow;Bed sheets;218;240;955;13223;21387;11887
36035;2;bungalow;Towels;93;229;483;7639;49767;30472
36036;4;loft;Mini fridge;66;997;491;27912;42680;8699
36037;5;apartment;Safe box;196;241;614;27676;1517;28064
36038;8;cottage;Pillows;275;75;611;34543;25616;44900
36039;2;twin;Bed sheets;347;303;475;16034;35315;10524
36040;6;bungalow;Bed sheets;341;497;890;49213;11741;14148
36041;10;bungalow;Toiletries;782;588;927;35756;29519;7681
36042;6;penthouse;Hairdryer;351;691;206;15448;26455;43999
36043;6;double;Toiletries;659;215;255;43437;40265;31388
36044;12;bungalow;Coffee maker;621;324;423;17309;46024;8974
36045;2;apartment;Hairdryer;19;143;904;5598;48856;3304
36046;1;studio;Bed sheets;141;156;797;19450;32422;4688
36047;11;twin;Toiletries;768;783;948;31628;40466;47714
36048;14;twin;Bed sheets;479;549;331;6355;33132;482
36049;5;single;Pillows;307;13;84;1458;25768;42789
36050;11;double;Coffee maker;317;980;855;48661;39567;20415
36051;12;suite;Safe box;126;403;17;49505;29823;48262
36052;3;loft;Bed sheets;172;921;327;28669;39308;25244
36053;7;penthouse;Safe box;594;598;73;754;17578;26725
36054;10;loft;Hairdryer;236;3;97;5564;29081;23073
36055;6;bungalow;Towels;434;860;268;49036;8246;10787
36056;13;studio;Mini fridge;692;614;944;47364;47861;33261
36057;2;double;Towels;615;251;14;7138;26589;26537
36058;10;suite;Hairdryer;71;523;240;36834;6972;37261
36059;2;double;Blankets;698;392;745;10634;44512;49081
36060;2;double;Hangers;967;711;196;3903;20691;1969
36061;12;suite;Bed sheets;514;885;345;14662;9190;5255
36062;15;double;Coffee maker;773;967;721;40376;20093;18697
36063;9;bungalow;Blankets;829;221;147;4001;5189;3619
36064;14;single;Blankets;641;256;480;28091;33120;44181
36065;2;loft;Bed sheets;461;786;81;35807;41427;6870
36066;6;twin;Pillows;905;181;449;802;44961;23305
36067;2;apartment;Hairdryer;384;450;121;41586;4285;49732
36068;8;studio;Pillows;853;754;399;46259;12241;17777
36069;1;double;Toiletries;635;725;144;36903;34559;13658
36070;3;twin;Coffee maker;762;486;409;46206;35402;24519
36071;2;bungalow;Hangers;753;357;438;42167;24646;19321
36072;13;double;Toiletries;199;844;772;22346;31230;33303
36073;2;double;Mini fridge;698;933;305;45112;1305;40931
36074;3;single;Coffee maker;731;991;872;10946;36191;36290
36075;2;suite;Safe box;601;951;818;47552;2231;39616
36076;15;single;Hairdryer;578;434;195;34162;27289;42006
36077;14;double;Towels;762;740;856;8275;15269;14651
36078;13;studio;Bed sheets;62;352;102;41465;9347;47853
36079;14;double;Hairdryer;521;736;241;189;47652;44872
36080;14;suite;Blankets;516;988;739;23107;29651;9826
36081;7;single;Hangers;441;57;727;13309;10732;202
36082;12;loft;Towels;699;266;456;38012;38248;23155
36083;2;twin;Toiletries;911;793;91;4003;21659;11083
36084;7;suite;Safe box;325;2;364;15007;19062;5154
36085;9;penthouse;Hairdryer;759;746;956;15973;30994;11265
36086;14;single;Blankets;905;476;432;40257;12090;30265
36087;4;cottage;Mini fridge;477;535;338;20415;49885;34999
36088;10;studio;Pillows;604;321;473;48290;28118;13604
36089;4;bungalow;Mini fridge;341;936;366;33865;39328;26282
36090;8;bungalow;Towels;895;745;808;13148;45867;10267
36091;7;twin;Blankets;366;250;318;19888;30992;48958
36092;4;cottage;Toiletries;401;436;471;37367;23758;45456
36093;12;cottage;Towels;705;416;120;16785;31733;8500
36094;14;apartment;Safe box;239;708;990;608;35543;21158
36095;11;studio;Mini fridge;74;740;502;36363;24205;44197
36096;7;single;Safe box;5;473;420;30390;40903;21624
36097;15;bungalow;Pillows;965;789;365;40035;38164;8643
36098;15;cottage;Coffee maker;683;606;26;28152;6912;5910
36099;14;double;Hangers;481;946;224;42675;6433;47818
36100;12;penthouse;Hairdryer;166;642;761;26113;34707;20846
36101;6;apartment;Pillows;303;186;663;27439;150;22401
36102;6;apartment;Hangers;377;69;687;8084;36140;4271
36103;5;single;Hangers;233;481;360;34238;19420;11247
36104;4;single;Towels;618;95;299;7340;34066;23055
36105;11;double;Towels;278;689;24;35972;36429;1813
36106;13;bungalow;Safe box;569;461;461;31140;37595;19897
36107;1;single;Coffee maker;532;483;562;18099;41331;10710
36108;10;penthouse;Toiletries;318;989;627;49446;3279;8238
36109;11;studio;Toiletries;75;341;516;41468;40359;31017
36110;3;penthouse;Bed sheets;539;482;230;32946;36216;20055
36111;4;apartment;Hairdryer;315;493;352;5177;1280;28479
36112;15;apartment;Hangers;973;60;4;21383;44932;28587
36113;4;loft;Towels;196;448;540;16418;39629;26592
36114;9;twin;Towels;206;746;836;1602;48933;9518
36115;3;double;Blankets;779;431;41;33807;27291;4766
36116;9;bungalow;Mini fridge;386;837;714;49637;35812;37175
36117;12;studio;Toiletries;89;283;838;22298;3280;3261
36118;9;single;Coffee maker;323;69;806;6193;4025;26804
36119;12;cottage;Blankets;212;869;32;43400;35610;45841
36120;2;bungalow;Pillows;164;441;341;10;42540;30928
36121;15;loft;Hairdryer;646;368;367;33125;22570;30741
36122;3;bungalow;Hangers;284;191;876;19867;22376;33830
36123;13;suite;Hangers;569;798;818;13534;24381;20008
36124;9;penthouse;Pillows;473;551;767;45046;26954;35160
36125;3;cottage;Blankets;75;664;650;43736;4080;33295
36126;10;cottage;Pillows;152;777;816;33237;37254;27454
36127;1;cottage;Safe box;89;561;125;7511;4227;36497
36128;7;single;Blankets;114;680;858;24028;10933;36592
36129;6;cottage;Hairdryer;67;801;170;15822;44540;10821
36130;9;suite;Hangers;740;263;798;5289;5926;18822
36131;9;loft;Toiletries;389;84;685;41608;12919;30335
36132;2;single;Hangers;195;100;229;16286;45019;3358
36133;4;suite;Pillows;278;293;311;373;5812;15189
36134;13;single;Towels;802;267;53;41831;21776;20643
36135;6;single;Safe box;58;945;75;32680;8695;16057
36136;8;cottage;Pillows;729;763;410;30798;20202;40598
36137;9;apartment;Safe box;731;829;931;28885;40148;47196
36138;8;twin;Coffee maker;531;397;240;6327;4233;46854
36139;6;single;Hairdryer;74;230;778;275;47900;18821
36140;5;penthouse;Hairdryer;648;712;751;38848;25507;33838
36141;11;twin;Hairdryer;353;852;258;12037;24195;19081
36142;6;bungalow;Towels;125;715;375;8852;9940;4875
36143;14;double;Pillows;143;128;193;43275;48815;20222
36144;3;suite;Safe box;186;199;808;30405;8590;32573
36145;8;twin;Bed sheets;112;732;464;44793;21227;34455
36146;5;twin;Bed sheets;522;178;750;12940;29852;15978
36147;12;cottage;Safe box;950;842;469;29929;4429;6026
36148;12;twin;Safe box;203;518;9;34881;38890;15271
36149;8;penthouse;Pillows;614;347;574;29889;22821;31935
36150;7;suite;Hangers;564;726;421;24734;47328;24334
36151;5;single;Mini fridge;558;874;612;7462;11206;28622
36152;9;loft;Hangers;209;799;916;39866;30413;14837
36153;6;bungalow;Towels;81;891;499;1736;2677;15692
36154;14;apartment;Bed sheets;137;560;283;49461;19093;40621
36155;8;cottage;Mini fridge;996;816;35;2323;10076;7250
36156;9;double;Towels;581;834;933;2172;16744;31375
36157;9;cottage;Bed sheets;762;422;269;47838;4192;38526
36158;6;double;Towels;473;388;145;35931;39062;7388
36159;1;suite;Safe box;175;322;605;596;37401;17212
36160;3;loft;Safe box;585;998;382;26649;1571;38964
36161;12;double;Toiletries;173;675;972;23486;43334;32522
36162;1;penthouse;Coffee maker;226;591;289;8421;19785;2607
36163;9;suite;Toiletries;917;946;471;5005;14635;47344
36164;1;double;Hairdryer;858;359;67;31779;10534;26100
36165;9;loft;Coffee maker;2;518;812;15123;23315;11000
36166;10;bungalow;Coffee maker;482;328;978;47976;48301;13358
36167;14;suite;Blankets;375;910;68;4744;44100;21421
36168;10;single;Coffee maker;964;709;453;19617;13922;18669
36169;10;loft;Pillows;413;433;575;15369;26584;42438
36170;9;loft;Blankets;876;404;303;29572;11197;13828
36171;2;suite;Safe box;505;812;127;7980;14032;48334
36172;4;loft;Hairdryer;213;427;643;17073;24233;158
36173;13;single;Mini fridge;453;527;585;45451;34263;27010
36174;5;penthouse;Hairdryer;787;382;485;2295;41836;17918
36175;14;studio;Coffee maker;907;802;73;12590;18090;48164
36176;4;bungalow;Bed sheets;729;648;11;34518;37551;9931
36177;7;bungalow;Safe box;287;493;300;18213;33841;5525
36178;2;loft;Hairdryer;669;696;567;47987;23850;20279
36179;2;twin;Towels;712;459;952;40323;18206;24776
36180;2;cottage;Hairdryer;904;949;547;47810;2687;20523
36181;15;penthouse;Hangers;940;668;135;10208;4090;47060
36182;12;single;Hangers;713;792;519;42763;17912;33848
36183;11;penthouse;Bed sheets;277;546;950;40791;49290;11640
36184;8;suite;Blankets;581;789;244;3728;42774;10157
36185;6;bungalow;Safe box;201;144;223;17305;22154;45707
36186;9;loft;Hangers;157;240;91;29092;2232;1138
36187;13;single;Coffee maker;788;413;973;29902;33612;37776
36188;15;twin;Hangers;655;878;957;27103;15478;14230
36189;3;single;Blankets;121;293;767;46508;41923;3264
36190;14;double;Coffee maker;924;184;597;4142;23838;7667
36191;2;cottage;Mini fridge;529;882;436;38302;29970;13072
36192;4;penthouse;Safe box;440;11;759;477;14201;21221
36193;12;penthouse;Coffee maker;805;745;894;24388;25193;24677
36194;5;bungalow;Mini fridge;711;471;115;43455;31028;13411
36195;14;bungalow;Toiletries;827;169;381;12065;13915;4663
36196;14;single;Pillows;888;768;937;14495;45682;35931
36197;14;loft;Mini fridge;896;88;735;24475;42895;30111
36198;14;apartment;Safe box;766;334;22;12330;27658;48427
36199;8;studio;Pillows;890;521;461;29442;22828;15158
36200;7;apartment;Hangers;899;854;763;45890;42037;16978
36201;13;single;Hairdryer;110;200;937;29140;46404;9014
36202;11;cottage;Towels;57;188;924;12546;1830;27914
36203;13;studio;Toiletries;914;370;774;31801;13755;38729
36204;10;double;Hangers;858;939;769;9935;12545;803
36205;12;twin;Safe box;627;106;653;1968;4977;1137
36206;13;single;Coffee maker;546;744;583;48511;44757;12095
36207;11;cottage;Toiletries;144;559;684;30038;45678;22840
36208;15;double;Pillows;554;35;178;12346;38793;18001
36209;2;cottage;Bed sheets;54;599;436;20471;38588;30751
36210;11;penthouse;Toiletries;513;762;448;4979;38190;46061
36211;4;single;Hairdryer;907;291;956;3564;17969;5645
36212;14;cottage;Towels;905;891;380;29950;19967;23830
36213;11;cottage;Blankets;939;957;977;37624;37334;33165
36214;6;cottage;Coffee maker;61;645;531;34406;10472;33570
36215;1;penthouse;Blankets;417;9;167;48075;29637;19863
36216;2;bungalow;Safe box;657;868;617;27612;49954;47017
36217;12;cottage;Hairdryer;929;669;493;15248;13954;18681
36218;15;suite;Bed sheets;115;451;700;39476;19114;11730
36219;11;loft;Safe box;585;874;716;43983;46323;22060
36220;6;twin;Mini fridge;610;933;998;42433;14868;18475
36221;4;suite;Blankets;75;541;379;35819;37230;4725
36222;13;apartment;Pillows;667;600;114;28840;35957;32511
36223;3;single;Coffee maker;506;897;495;6934;43616;36709
36224;3;apartment;Towels;729;725;195;23671;2960;37000
36225;4;suite;Pillows;247;282;999;2885;11608;21331
36226;9;suite;Bed sheets;42;817;678;18194;13126;329
36227;11;apartment;Safe box;849;692;204;40119;8683;31502
36228;4;loft;Safe box;596;682;147;22206;42188;19733
36229;2;studio;Hairdryer;581;834;331;1081;47280;15772
36230;13;bungalow;Toiletries;968;55;99;30888;39593;47569
36231;10;double;Bed sheets;824;63;522;25766;40616;23799
36232;7;suite;Bed sheets;235;919;651;35885;41836;9416
36233;10;loft;Safe box;387;299;661;24699;20336;40911
36234;6;penthouse;Hangers;6;718;981;5179;46696;49787
36235;15;bungalow;Pillows;573;393;335;16901;12604;15874
36236;7;apartment;Hairdryer;879;551;924;29907;14311;43839
36237;13;twin;Mini fridge;839;173;331;36655;21314;43165
36238;10;penthouse;Pillows;236;284;417;25204;975;33134
36239;15;cottage;Hangers;344;634;66;12917;43607;2693
36240;15;single;Blankets;11;942;20;22369;7398;13984
36241;4;penthouse;Hairdryer;406;599;896;41600;45507;18813
36242;2;single;Blankets;916;273;311;8760;38048;4340
36243;12;double;Mini fridge;950;347;665;22070;46916;30271
36244;3;studio;Hairdryer;167;249;866;28023;10309;19821
36245;9;single;Coffee maker;307;794;672;38547;29862;22034
36246;14;studio;Toiletries;299;879;733;35642;46960;27252
36247;10;bungalow;Safe box;693;100;505;791;38614;38929
36248;3;loft;Pillows;952;425;419;12297;10542;40352
36249;2;bungalow;Hangers;644;224;423;33491;14143;43046
36250;6;double;Hangers;389;332;976;18283;29154;12461
36251;8;double;Coffee maker;656;16;179;42003;2156;49255
36252;2;double;Hairdryer;437;834;495;17885;13067;46245
36253;3;single;Pillows;335;416;457;23454;12200;46924
36254;10;single;Safe box;902;973;529;16061;25084;47023
36255;14;apartment;Pillows;340;404;446;5767;48500;15336
36256;15;single;Toiletries;722;316;166;28411;35896;3224
36257;14;studio;Safe box;349;957;496;10956;8081;6573
36258;11;apartment;Coffee maker;244;378;744;24684;40519;12803
36259;8;loft;Hangers;601;874;44;32262;10916;45129
36260;8;cottage;Hairdryer;455;768;300;2132;43029;9791
36261;10;studio;Mini fridge;725;374;578;7135;29316;24652
36262;8;single;Pillows;633;774;487;23040;41794;34298
36263;2;double;Blankets;690;912;219;37372;256;38743
36264;5;twin;Bed sheets;158;440;732;22565;35344;20929
36265;10;twin;Safe box;368;489;92;21514;10566;23875
36266;8;suite;Safe box;669;995;107;43499;47131;48654
36267;2;double;Mini fridge;563;333;671;19181;49038;32758
36268;10;cottage;Coffee maker;787;121;745;13609;3187;18825
36269;5;loft;Hairdryer;175;929;448;20998;43725;24397
36270;2;single;Hangers;336;148;112;38932;24753;29934
36271;1;double;Towels;767;949;300;26694;42246;45140
36272;13;apartment;Hangers;434;367;688;7514;23054;37350
36273;8;apartment;Pillows;804;87;155;28101;49352;29947
36274;8;twin;Hangers;378;199;33;2505;7394;2761
36275;4;double;Towels;711;70;594;40117;31988;24746
36276;4;double;Mini fridge;902;599;460;4363;18160;24535
36277;2;penthouse;Mini fridge;725;835;454;17398;5876;20640
36278;12;bungalow;Bed sheets;207;199;741;46657;45824;16125
36279;8;single;Pillows;178;488;522;28112;32325;27398
36280;9;twin;Coffee maker;974;267;723;21997;25313;5907
36281;11;cottage;Hangers;628;262;903;12098;46629;13188
36282;4;suite;Coffee maker;696;365;14;37604;17694;30932
36283;13;double;Mini fridge;624;484;851;2913;27594;22281
36284;4;apartment;Towels;624;569;664;22781;37973;12843
36285;5;loft;Mini fridge;979;666;651;20509;11859;47109
36286;15;penthouse;Mini fridge;835;29;908;30615;29793;43661
36287;6;suite;Safe box;4;350;762;6505;40348;40778
36288;7;penthouse;Safe box;698;454;461;45326;42907;21768
36289;7;penthouse;Blankets;628;958;98;13402;42564;19622
36290;8;twin;Mini fridge;23;678;405;24958;21123;12149
36291;7;double;Hangers;184;423;659;25105;43662;8173
36292;6;studio;Coffee maker;149;454;766;45484;44822;40752
36293;12;bungalow;Toiletries;141;738;40;13734;2848;38202
36294;2;single;Bed sheets;514;907;419;43133;22941;35034
36295;6;suite;Pillows;465;637;916;19795;10753;22712
36296;14;bungalow;Hangers;63;181;354;16655;45854;6134
36297;7;suite;Bed sheets;25;670;978;3110;27285;25527
36298;15;suite;Hangers;420;374;378;11848;16306;7863
36299;6;suite;Toiletries;770;3;721;15436;24173;35167
36300;15;studio;Hangers;72;928;879;2045;35656;4125
36301;6;penthouse;Hairdryer;488;834;304;8563;40819;19040
36302;10;single;Toiletries;853;891;588;28809;32993;164
36303;2;bungalow;Hangers;776;622;196;412;47390;34225
36304;10;bungalow;Towels;987;633;805;31638;26744;36580
36305;15;penthouse;Mini fridge;703;661;325;38128;28065;14918
36306;1;loft;Bed sheets;448;761;110;29280;37712;8644
36307;1;penthouse;Bed sheets;871;0;897;25589;31984;43488
36308;12;apartment;Hangers;14;224;233;28920;10734;2381
36309;6;double;Safe box;920;238;698;38938;26052;38881
36310;12;cottage;Towels;282;243;725;31984;15363;27086
36311;11;suite;Bed sheets;431;984;574;6680;48728;19462
36312;4;cottage;Safe box;217;525;410;3384;19821;38219
36313;11;studio;Hairdryer;854;882;88;33637;2009;26888
36314;5;cottage;Towels;369;749;552;26174;14721;33810
36315;11;double;Hairdryer;791;842;332;19372;32662;20354
36316;7;bungalow;Hairdryer;323;916;518;46592;40534;39953
36317;9;suite;Mini fridge;603;152;424;44631;10413;37981
36318;9;twin;Hangers;209;953;91;48004;28235;37867
36319;10;apartment;Blankets;974;163;593;44294;998;19741
36320;10;bungalow;Coffee maker;369;203;390;16047;17358;15119
36321;3;suite;Hangers;173;521;808;3935;10834;14620
36322;13;suite;Safe box;352;330;120;14521;17683;46346
36323;10;cottage;Safe box;547;229;819;45876;36641;20285
36324;14;cottage;Pillows;773;940;415;9742;5561;4193
36325;11;loft;Mini fridge;825;168;254;17003;28479;17630
36326;13;studio;Toiletries;986;534;278;16860;40589;43565
36327;1;suite;Mini fridge;322;851;124;11365;30215;49074
36328;2;apartment;Coffee maker;138;238;118;35965;29077;1580
36329;4;bungalow;Bed sheets;218;103;972;44355;6064;7295
36330;15;single;Bed sheets;94;502;444;10172;40947;21920
36331;10;single;Mini fridge;422;552;893;6090;40181;17426
36332;15;cottage;Toiletries;879;876;379;9306;27939;38124
36333;15;studio;Coffee maker;977;599;242;3916;31662;36078
36334;5;single;Pillows;743;643;148;12289;44148;40180
36335;3;cottage;Bed sheets;465;484;349;4145;31748;27905
36336;14;apartment;Mini fridge;60;441;795;9979;32181;37952
36337;11;cottage;Hangers;183;102;763;16160;48223;42823
36338;1;double;Hangers;113;787;953;40987;39617;2521
36339;7;penthouse;Towels;327;591;986;31398;31423;16850
36340;10;penthouse;Hangers;386;391;567;33530;32677;5650
36341;3;bungalow;Blankets;741;826;418;4805;41200;8600
36342;13;bungalow;Safe box;706;679;522;29997;5832;31363
36343;6;suite;Coffee maker;758;507;940;25790;4780;4334
36344;13;twin;Hairdryer;922;985;566;49126;40688;16082
36345;5;suite;Pillows;990;911;145;39970;31363;24727
36346;12;suite;Towels;899;401;971;25632;2662;49654
36347;14;twin;Blankets;260;143;832;48387;43686;35822
36348;4;apartment;Bed sheets;955;817;430;45337;32863;37468
36349;2;double;Safe box;396;342;262;22481;13636;23358
36350;6;twin;Hairdryer;402;941;167;31200;2633;17082
36351;1;apartment;Coffee maker;712;88;660;36177;45609;37946
36352;13;bungalow;Bed sheets;840;121;550;1945;8285;41741
36353;13;suite;Hangers;105;663;628;32144;41619;39371
36354;8;double;Towels;36;730;74;44470;10922;7070
36355;2;studio;Coffee maker;380;162;119;25001;13158;26029
36356;10;single;Bed sheets;82;217;230;42743;32236;22737
36357;6;double;Bed sheets;159;964;177;28443;8618;7274
36358;7;bungalow;Coffee maker;911;287;14;8032;15272;47114
36359;4;penthouse;Hairdryer;951;195;168;39650;28258;1580
36360;3;loft;Toiletries;731;543;220;33354;37151;30511
36361;10;penthouse;Mini fridge;672;639;790;48490;34087;347
36362;15;apartment;Hairdryer;432;723;578;36689;5492;39873
36363;5;cottage;Towels;488;743;182;33472;47444;27866
36364;13;loft;Toiletries;537;264;192;22099;33388;15431
36365;11;cottage;Pillows;593;261;328;37762;39657;11465
36366;12;twin;Pillows;834;6;640;10520;33538;1543
36367;14;suite;Hangers;937;585;459;26088;30604;29169
36368;2;apartment;Mini fridge;23;315;938;3272;21388;2443
36369;9;apartment;Towels;436;891;487;44111;39893;37903
36370;9;bungalow;Coffee maker;191;432;783;48632;19532;10504
36371;7;double;Toiletries;16;545;292;31321;13439;3668
36372;9;loft;Coffee maker;21;489;335;23189;12601;25670
36373;3;bungalow;Hangers;563;491;620;21461;48932;16374
36374;15;double;Hangers;863;535;240;24545;31875;870
36375;11;single;Toiletries;210;503;469;38063;47287;3672
36376;7;apartment;Towels;208;561;448;29904;7022;38033
36377;4;loft;Hangers;565;293;810;36617;11340;38803
36378;2;bungalow;Hangers;170;616;588;22826;44726;37534
36379;8;loft;Coffee maker;210;970;773;38279;44166;26728
36380;9;cottage;Toiletries;953;108;354;5715;23716;10588
36381;14;studio;Bed sheets;277;613;340;39508;3815;974
36382;9;twin;Hairdryer;514;159;107;30733;14100;21098
36383;15;cottage;Hangers;953;892;53;43379;43695;17317
36384;7;twin;Coffee maker;627;635;283;20699;16817;4394
36385;13;apartment;Mini fridge;541;325;406;46390;24333;40534
36386;5;bungalow;Mini fridge;918;434;677;23068;15737;16413
36387;4;apartment;Hairdryer;257;629;774;1660;33155;43373
36388;1;loft;Mini fridge;925;929;95;8854;1424;14144
36389;1;bungalow;Hangers;231;593;687;18671;27356;36329
36390;4;single;Blankets;174;526;160;49427;24572;30657
36391;5;penthouse;Coffee maker;471;510;346;48549;19684;1056
36392;11;penthouse;Blankets;758;361;52;32762;36611;2673
36393;14;penthouse;Towels;465;787;446;1101;8945;6253
36394;2;loft;Bed sheets;298;46;216;45577;999;38309
36395;4;single;Toiletries;193;759;246;7623;27708;28743
36396;14;penthouse;Bed sheets;938;783;219;22011;19979;26248
36397;5;studio;Safe box;918;331;198;44630;2619;20757
36398;14;bungalow;Toiletries;777;766;108;33174;44301;2846
36399;14;cottage;Bed sheets;860;548;369;48407;20499;15541
36400;6;penthouse;Towels;848;693;185;986;110;33570
36401;6;double;Mini fridge;273;591;379;20130;47579;9049
36402;1;studio;Hangers;858;689;336;64;10214;15515
36403;3;twin;Safe box;810;787;608;45654;4003;33026
36404;12;loft;Mini fridge;666;727;388;49177;1126;44732
36405;6;loft;Safe box;970;248;776;44963;31282;11151
36406;12;single;Towels;2;731;601;47434;1736;22688
36407;1;loft;Coffee maker;874;806;346;48423;48597;19942
36408;10;single;Hairdryer;904;204;236;25582;39589;12395
36409;8;single;Blankets;388;908;919;30807;565;13298
36410;13;double;Bed sheets;733;835;331;48250;11716;8607
36411;14;double;Coffee maker;900;81;788;34206;41524;38354
36412;15;loft;Pillows;949;363;529;27099;41970;45309
36413;4;single;Pillows;84;313;486;6722;18902;27135
36414;11;penthouse;Toiletries;91;591;787;13912;22772;683
36415;7;studio;Hangers;671;401;929;29672;8075;33075
36416;1;bungalow;Safe box;977;385;205;43274;48260;9795
36417;9;cottage;Pillows;402;947;314;47946;31679;18356
36418;9;bungalow;Coffee maker;677;63;575;26714;7624;44340
36419;14;double;Hangers;754;699;414;10884;2233;26824
36420;2;penthouse;Bed sheets;957;634;295;30739;14758;5746
36421;5;double;Blankets;322;729;184;34886;4569;33007
36422;14;studio;Towels;936;882;709;33469;43333;5063
36423;1;suite;Hangers;317;636;609;27653;2044;15953
36424;1;apartment;Bed sheets;899;846;706;25600;6644;42856
36425;1;suite;Towels;765;921;771;49323;20410;29574
36426;4;bungalow;Hairdryer;554;259;333;3506;34522;47483
36427;14;cottage;Bed sheets;717;753;353;47958;35547;20800
36428;4;double;Coffee maker;479;844;198;2832;27268;43234
36429;6;cottage;Blankets;424;906;19;47557;13350;43197
36430;13;loft;Safe box;739;443;942;11744;30849;21093
36431;2;penthouse;Coffee maker;157;821;640;22572;6210;41491
